"App Name","App Id","Category","Rating","Rating Count","Installs","Minimum Installs","Maximum Installs","Free","Price","Currency","Size","Minimum Android","Developer Id","Developer Website","Developer Email","Released","Last Updated","Content Rating","Privacy Policy","Ad Supported","In App Purchases","Editors Choice","Scraped Time"
"Guidi","com.guidiapp.guidi","Travel & Local",5,18,"100+",100,476,TRUE,0,"USD","51M","5.0 and up","Guidi","http://guidiapp.com","nvodata@gmail.com","Mar 15, 2021","Apr 26, 2021","Everyone",NA,TRUE,FALSE,FALSE,2021-06-16 05:50:02
"Kill Popups","com.bill.studio.killpopupsads69","Arcade",0,0,"5+",5,5,TRUE,0,"USD","15M","4.4 and up","Bill Studio",NA,"phongnc89@gmail.com","Apr 30, 2021","Apr 30, 2021","Everyone",NA,TRUE,FALSE,FALSE,2021-06-16 01:08:37
"<U+062A><U+0637><U+0628><U+064A><U+0642> <U+0645><U+0648><U+0628><U+064A> <U+0645><U+0627><U+0644>","mitt.NCBBank","Finance",4.1,4164,"100,000+",1e+05,202565,TRUE,0,"USD","9.4M","4.1 and up","MITF","https://masarat.ly/","customer.service@masarat.ly","Oct 12, 2016","Mar 18, 2021","Everyone","https://masarat.ly/mobimal-privacypolicy/",FALSE,FALSE,FALSE,2021-06-16 01:58:29
"DeathRun Portable","com.rexetstudio.deathrunportable","Action",3.5,232496,"10,000,000+",1e+07,14073116,TRUE,0,"USD","23M","4.0 and up","Rexet Studio","http://rexetstudio.com/","tibers28@gmail.com","Feb 6, 2015","Apr 01, 2021","Teen","http://rexetstudio.com/policy",TRUE,FALSE,FALSE,2021-06-16 11:06:39
"Enggsolution : Educational Service Platform","enggsolution.co.in","Education",2.5,93,"5,000+",5000,5243,TRUE,0,"USD","9.0M","4.4 and up","SP Global Solutions","https://enggsolution.co.in","support@spglobalsolutions.in","Mar 1, 2020","Aug 25, 2020","Everyone","http://spglobalsolutions.in",FALSE,FALSE,FALSE,2021-06-16 10:28:56
"NEURO61","jp.atlas.procguide.neuro2020","Medical",0,0,"100+",100,106,TRUE,0,"USD","12M","4.1 and up","Atlas Co., Ltd.","https://www.neurology-jp.org/neuro2020/","android-apps@atlas.jp","Aug 16, 2020","Aug 17, 2020","Everyone","https://fs.confit.atlas.jp/app/apppolicy_ja.html",TRUE,FALSE,FALSE,2021-06-16 05:32:53
"SC Bayer 05 Uerdingen Handball","de.scbayeruerdingen.app","Sports",0,0,"100+",100,153,TRUE,0,"USD","4.4M","4.1 and up","Andreas Gigli","http://www.handball-apps.de","info@handball-apps.de","Feb 11, 2020","Sep 24, 2020","Everyone","http://scbayeruerdingen.handball-apps.de/privacy.php",FALSE,FALSE,FALSE,2021-06-16 12:17:23
"Slownik szwedzki offline","pl.luglasoft.dictionary.swedishPl","Education",4.5,34,"5,000+",5000,7785,TRUE,0,"USD","4.4M","2.3.3 and up","luglasoft",NA,"kontakt@e-flashcards.pl","Nov 20, 2015","May 15, 2018","Everyone","http://e-flashcards.pl/privacy_policy.html",TRUE,FALSE,FALSE,2021-06-15 23:23:05
"Kode Bank Transfer","com.ghjstudio.atmbersama","Finance",4.2,370,"50,000+",50000,57012,TRUE,0,"USD","907k","4.0 and up","GH-J Studio","https://ghjstudio.blogspot.com/","ghjstudioteam@gmail.com","Aug 21, 2017","Jan 15, 2019","Everyone","http://ghufronjamil.blogspot.com",TRUE,FALSE,FALSE,2021-06-16 02:56:18
"<U+7D2B><U+5FAE><U+7B97><U+547D>-<U+7D2B><U+5FAE><U+6597><U+6578><U+751F><U+8FB0><U+516B><U+5B57><U+7B97><U+904B><U+52E2><U+3001><U+6BCF><U+65E5><U+904B><U+52E2><U+3001><U+7D2B><U+5FAE><U+5360><U+661F><U+3001><U+661F><U+76E4><U+5360><U+535C>","oms.mmc.fortunetelling.gmpay.lingdongziwei_shuimo","Tools",4.7,2903,"100,000+",1e+05,153028,TRUE,0,"USD","30M","4.1 and up","<U+9748><U+6A5F><U+5999><U+7B97><U+547D><U+7406><U+9928>",NA,"suanmingling@gmail.com","Mar 7, 2014","May 21, 2021","Everyone","https://sites.google.com/view/lingjimiaosuan",TRUE,TRUE,FALSE,2021-06-15 21:03:09
"RTO Exam - Driving Licence Test & Vehicle Details","com.bbt.rtoexaminfo","Education",0,0,"1,000+",1000,1857,TRUE,0,"USD","12M","4.4 and up","BlueBit Technologies","http://bluebittechnologies.com/","bbt.mobileapps@gmail.com","Sep 15, 2019","Apr 10, 2021","Everyone","https://drive.google.com/file/d/1N9CuyOK7fDo3u-k2WGz5tIvbpaWvZ8mx/view",TRUE,FALSE,FALSE,2021-06-16 08:13:06
"<U+798F><U+5EFA><U+98DF><U+8B5C>","cc.nextlabs.hokkien_recipe","Books & Reference",0,0,"100+",100,218,TRUE,0,"USD","23M","4.4 and up","NextLabs.cc","https://www.nextlabs.cc/","nextlabs.cc@gmail.com","Jul 8, 2019","Jul 08, 2019","Everyone","https://www.nextlabs.cc/privacy-policy.html",TRUE,TRUE,FALSE,2021-06-16 06:36:56
"SongMemo","com.joaosantacruz.songmemo","Music & Audio",3.2,429,"50,000+",50000,97461,TRUE,0,"USD","2.3M","2.2 and up","Joao Santa Cruz","http://www.joaosantacruz.com","joaosantacruz@gmail.com","Feb 13, 2011","Jun 01, 2011","Everyone","http://www.joaosantacruz.com/jz5/uk/songmemo-policy",FALSE,FALSE,FALSE,2021-06-16 05:40:15
"Calling with ANNAbel","com.bellenmetannabel.app","Communication",3.4,5,"1,000+",1000,1465,TRUE,0,"USD","23M","6.0 and up","ANNAbel","http://www.bellenmetannabel.nl","hoi@bellenmetannabel.nl","Jun 12, 2018","Aug 03, 2020","Everyone","https://bellenmetannabel.nl/privacy/",FALSE,FALSE,FALSE,2021-06-15 20:41:50
"CHRISTMAS SONGS:","christmassongs.christmascarols.christmasmusic","Entertainment",0,0,"1,000+",1000,1032,TRUE,0,"USD","6.3M","5.1 and up","nuevasaplicaciones61",NA,"nuevasaplicaciones61@hotmail.com","Dec 1, 2020","Dec 01, 2020","Teen","https://docs.google.com/document/d/110qD9w9zQWptdn00OE7Z10qaw6tjJK_PwPUa-JTfTeE/edit?usp=sharing",TRUE,FALSE,FALSE,2021-06-16 00:50:26
"Temperature Converter","com.niit.tc","Education",0,0,"100+",100,181,TRUE,0,"USD","2.0M","2.3 and up","THT",NA,"hardtargets007@gmail.com","Oct 25, 2014","Jan 13, 2016","Everyone",NA,TRUE,FALSE,FALSE,2021-06-16 05:24:07
"Nothing Else Matters - Metallica Music Beat Tiles","com.epictunes.NothingMetal","Action",1.6,36,"1,000+",1000,3020,TRUE,0,"USD","46M","4.1 and up","Ben Mill Programming",NA,"ben.mill.programmer@gmail.com","Mar 11, 2020","Mar 11, 2020","Everyone","https://unity3d.com/legal/privacy-policy",TRUE,FALSE,FALSE,2021-06-16 08:27:21
"ANGEL COACHING CLASSES","co.classplus.accls","Education",4.8,6,"50+",50,75,TRUE,0,"USD","37M","4.2 and up","Education Media","http://www.classplusapp.com","support@classplus.co","Apr 9, 2019","Jun 12, 2021","Everyone","https://classplusapp.com/privacy.html",FALSE,FALSE,FALSE,2021-06-16 00:02:50
"Admira Player","com.admira.player","Video Players & Editors",0,0,"100+",100,170,TRUE,0,"USD","25M","4.0 and up","admira.com","http://www.admira.com","soporte@admira.com","May 24, 2016","Nov 08, 2016","Everyone",NA,FALSE,FALSE,FALSE,2021-06-16 12:36:04
"fake Sophia Valverde Video call","com.adam.lawyer.Sophia_Valverde_call","Entertainment",0,0,"100+",100,281,TRUE,0,"USD","31M","5.0 and up","Atep Ramdani","https://ke26ef160.app-ads-txt.com","atepramdani180@gmail.com","Apr 12, 2021","Apr 13, 2021","Everyone","https://sites.google.com/view/privacy-atep/halaman-muka",TRUE,FALSE,FALSE,2021-06-16 07:39:17
"Spring Dale, Amritsar","schoolpad.sdss.app","Education",3.9,350,"10,000+",10000,14029,TRUE,0,"USD","9.0M","4.4 and up","SchoolPad","http://www.springdaleeducation.com","info@springdaleeducation.com","May 2, 2017","May 06, 2020","Everyone","http://schoolpad.in/privacy.php",FALSE,FALSE,FALSE,2021-06-16 08:09:56
"Japanese Sweets","com.buttershystd.dulcesjaponeses","Shopping",4.3,74,"5,000+",5000,7307,TRUE,0,"USD","11M","4.0 and up","Buttershy Studios","http://www.dulcesjaponeses.com/","support@buttershystudios.com","Oct 2, 2015","Apr 21, 2018","Mature 17+","http://www.dulcesjaponeses.com/terms.html",TRUE,FALSE,FALSE,2021-06-16 10:25:32
"Salinas Crime Map","salinas.crime.map","Events",4.7,7,"500+",500,662,TRUE,0,"USD","3.4M","5.1 and up","Sal5061",NA,"appmanagement74@gmail.com","Jun 1, 2019","Jun 01, 2019","Everyone 10+",NA,FALSE,FALSE,FALSE,2021-06-16 02:04:42
"InfluExpertAi","com.brainplow.influexpertai","Business",0,0,"5+",5,6,TRUE,0,"USD","21M","5.0 and up","BrainPlow","https://brand.influexpai.com/","admin@brainplow.com","Dec 26, 2019","Feb 20, 2020","Mature 17+","https://brand.influexpai.com/privacy",FALSE,FALSE,FALSE,2021-06-16 04:23:53
"Monday Morning Client Services, LLC","com.mondaymorningcs","Business",0,0,"100+",100,121,TRUE,0,"USD","15M","4.1 and up","Monday Morning Client Services,LLC","https://mondaymorningclientservices.com","mondaymorningclientservices@gmail.com","May 31, 2018","May 31, 2018","Everyone","https://mondaymorningclientservices.com",FALSE,FALSE,FALSE,2021-06-16 05:30:49
"Preemptive","com.preemptive.preemptive","Business",0,0,"100+",100,262,TRUE,0,"USD","6.5M","4.1 and up","Preemptive","http://preemptive.io","yuriy@preemptive.io","Nov 14, 2015","Apr 30, 2018","Everyone","https://www.iubenda.com/privacy-policy/8068419/full-legal",FALSE,FALSE,FALSE,2021-06-16 01:19:45
"RainBlade","rainblade.app","Auto & Vehicles",2.8,5,"500+",500,530,TRUE,0,"USD","6.5M","5.0 and up","RetailHoReCa","https://rainblade.ru","dev@rainblade.ru","Feb 19, 2020","Mar 26, 2021","Everyone","https://rainblade.ru",FALSE,FALSE,FALSE,2021-06-16 05:03:11
"Willie the monkey king in the island adventure","com.wazzfw.islandmonkeyking","Adventure",3.7,35,"10,000+",10000,20549,TRUE,0,"USD","Varies with device","4.4 and up","Gello Studio","http://gello.se/","gellostudio@hotmail.com","Mar 30, 2019","May 22, 2021","Everyone","http://gello.se/privacy-policy/",TRUE,FALSE,FALSE,2021-06-16 12:56:45
"Ghedin GB","com.app_gbrealestate.layout","Business",0,0,"100+",100,152,TRUE,0,"USD","12M","4.1 and up","Pybapp","http://www.pybapp.it","developers@pybapp.it","Sep 5, 2017","Oct 04, 2017","Everyone","http://mobileappco.org/privacy_policy?app_code=gbrealestate",FALSE,FALSE,FALSE,2021-06-16 10:21:31
"EESPP AMM","iespp.amm2","Education",4.1,17,"500+",500,634,TRUE,0,"USD","8.8M","4.1 and up","Educatec Global","https://iesppamm.edu.pe/","roberto@celendin.ml","May 25, 2020","Oct 15, 2020","Everyone","http://www.e-droid.net/privacy.php?ida=1056041&idl=en",TRUE,FALSE,FALSE,2021-06-16 01:54:32
"Beverley Holidays","digital.key.beverley","Travel & Local",5,5,"1,000+",1000,3934,TRUE,0,"USD","3.8M","4.4 and up","Key Digital Agency Ltd","https://www.beverley-holidays.co.uk","beverleyappfeedback@beverley-holidays.co.uk",NA,"Apr 07, 2021","Everyone","https://www.beverley-holidays.co.uk/privacy-policy",FALSE,FALSE,FALSE,2021-06-15 21:30:59
"Honey Export","com.oozeetech.honeyexport","Business",5,11,"100+",100,321,TRUE,0,"USD","12M","4.4 and up","OOZEE Technologies","https://honeyexport.in","oozeetech@gmail.com","Jul 27, 2019","Jun 08, 2021","Everyone","https://honeyexport.in/privacy",FALSE,FALSE,FALSE,2021-06-16 12:26:29
"Meat69 Rider","com.meat69.riders","Food & Drink",0,0,"5+",5,6,TRUE,0,"USD","5.2M","6.0 and up","Urban Foods Enterprise",NA,"urbanfoodsenterprise@gmail.com","Dec 23, 2020","Mar 04, 2021","Everyone","https://alobhaitsolution.com/meat69/about",FALSE,FALSE,FALSE,2021-06-16 05:39:43
"CTET/UPTET Exam Preparation Offline 2020","com.uptetupdate_me","Education",4.3,60,"10,000+",10000,18418,TRUE,0,"USD","10M","4.1 and up","PTJ Official",NA,"parttimejobptj17@gmail.com","Aug 28, 2018","May 04, 2020","Everyone","http://androappstech.in/Privacy_Policy/UPTET_privacy_policy.php",TRUE,FALSE,FALSE,2021-06-16 06:02:51
"WhatsCrap","com.whatscrap","Tools",4.9,21,"100+",100,397,TRUE,0,"USD","2.9M","4.1 and up","Abhijith C",NA,"abhijith4m0505@gmail.com","Mar 16, 2017","Mar 31, 2017","Everyone",NA,TRUE,FALSE,FALSE,2021-06-16 05:26:22
"Beauty Flower Wallpaper","com.andromo.dev904224.app1040667","Books & Reference",0,0,"5+",5,9,TRUE,0,"USD","13M","4.1 and up","AHM Apps",NA,"ahmsolve@gmail.com","Nov 15, 2019","Apr 17, 2020","Everyone","https://sites.google.com/view/ahmcreative/home",TRUE,FALSE,FALSE,2021-06-16 00:03:53
"WhatsTheMoveNYC","com.k5e6c24bac0e.www","Lifestyle",4.5,26,"1,000+",1000,1324,TRUE,0,"USD","2.3M","6.0 and up","Taqee Bond","http://WhatsTheMoveNYC.com","whatsthemovenyc@gmail.com","Oct 18, 2018","Dec 19, 2019","Everyone","https://support.appdocumentation.com/terms/",FALSE,FALSE,FALSE,2021-06-16 11:56:42
"learn python programming: pytutor","com.olabode.wilson.pytutor","Education",4.9,39,"500+",500,827,TRUE,0,"USD","8.4M","5.0 and up","wilsonTech",NA,"whilson03@gmail.com","May 30, 2019","Nov 10, 2020","Everyone","https://whilson03.wixsite.com/wilsontech/post/privacy-policy",TRUE,FALSE,FALSE,2021-06-16 03:15:57
"Correios Fácil","vferreirati.com.correiosfacil","Productivity",3.5,13,"1,000+",1000,4057,TRUE,0,"USD","5.4M","5.0 and up","Exata Apps",NA,"vferreirati@gmail.com","Dec 7, 2018","Dec 19, 2018","Everyone","https://www.freeprivacypolicy.com/privacy/view/3442ea1441e5b5f6c9a2b7d4ac370d5e",TRUE,FALSE,FALSE,2021-06-15 20:52:46
"WFI MP","com.wfimp.app","Events",4.9,7,"100+",100,270,TRUE,0,"USD","9.1M","4.1 and up","Techlene Software Solutions","http://www.techlene.com","arvindmishraam@gmail.com","Oct 31, 2017","Nov 02, 2017","Everyone",NA,FALSE,FALSE,FALSE,2021-06-16 01:24:43
"Guten Morgen und Gute Nacht Bilder","com.gaalaxyweb.morgennachtb3","Lifestyle",4.4,94,"10,000+",10000,11719,TRUE,0,"USD","3.8M","4.1 and up","Galaxyweb","http://gaalaxyweb.com/","galaxyweb0@gmail.com","Apr 24, 2020","Oct 28, 2020","Teen","https://sites.google.com/view/gaalaxyweb-privacy-policy/accueil",TRUE,FALSE,FALSE,2021-06-16 14:39:27
"Sound Waves","com.SpicyBoys.SoundWaves","Arcade",0,0,"10+",10,16,TRUE,0,"USD","13M","4.1 and up","Sebastian Scaini","https://sebastianscaini.itch.io/sound-waves","sebastianscaini@gmail.com","Feb 29, 2020","Apr 27, 2021","Everyone",NA,FALSE,FALSE,FALSE,2021-06-16 05:05:29
"MEI Conference 2019","pl.pcss.mei2019","Education",0,0,"100+",100,216,TRUE,0,"USD","4.4M","5.0 and up","PSNC","https://conference.mei.org.uk/","psncdev@gmail.com","Jun 13, 2019","Jun 14, 2019","Everyone","http://conference4me.psnc.pl/privacy-policy/",FALSE,FALSE,FALSE,2021-06-16 11:03:16
"FRAPPE RECIPES","org.contentarcade.apps.frappe","Food & Drink",4.5,18,"5,000+",5000,6917,TRUE,0,"USD","8.7M","4.4 and up","Content Arcade Apps","https://www.contentarcade.com","contentarcadeapps@gmail.com","May 15, 2017","Oct 05, 2018","Everyone","http://www.contentarcade.com/privacy",TRUE,FALSE,FALSE,2021-06-16 04:46:30
"St. Ignatius Loyola School","com.blackboard.community.sainti","Education",0,0,"100+",100,419,TRUE,0,"USD","25M","4.1 and up","Blackboard Inc.","http://www.parentlink.net","support@parentlink.net","Jan 11, 2016","Sep 15, 2017","Everyone","http://documentation.parentlink.net/privacy-policy/",FALSE,FALSE,FALSE,2021-06-15 23:51:41
"Vibration","com.starfm.app.vibration","Music & Audio",4.5,767,"50,000+",50000,84819,TRUE,0,"USD","21M","5.0 and up","Groupe 1981","http://www.vibration.fr","contact-android@sudradiogroupe.fr","Sep 4, 2013","Nov 05, 2020","Everyone","http://www.lesindesradios.fr/mentions-legales.html",TRUE,FALSE,FALSE,2021-06-16 10:25:36
"Kitap Takasi","com.kitaptakasi.android","Books & Reference",3.7,16,"500+",500,517,TRUE,0,"USD","3.9M","4.0.3 and up","AniFahri",NA,"a.fahriyilmaz@gmail.com","Jul 4, 2018","Jul 19, 2018","Teen",NA,FALSE,FALSE,FALSE,2021-06-16 03:12:55
"kodj 94.1 salt lake city","com.radiolira.kodj94","Music & Audio",0,0,"50+",50,61,TRUE,0,"USD","5.6M","4.4 and up","RADIO","https://liraapp.blogspot.com","radiolira@hotmail.com","Oct 24, 2020","Oct 24, 2020","Everyone","https://liraapp.blogspot.com",TRUE,FALSE,FALSE,2021-06-15 20:36:23
"Jihoon Wanna One Wallpaper HD for Park Jihoon Fans","com.wiyarto.parkjihoon","Personalization",0,0,"100+",100,472,TRUE,0,"USD","4.8M","5.0 and up","Wiyarto Developer","https://wiyartodeveloper.blogspot.com/ads.txt","wiyartosumpeno123@gmail.com","Aug 27, 2019","Nov 01, 2020","Teen","https://sites.google.com/view/wiyartodeveloper/beranda",TRUE,FALSE,FALSE,2021-06-16 02:56:21
"PowerMatePRO","com.LogicBlueTech.PowerMatePro","Travel & Local",0,0,"10+",10,43,TRUE,0,"USD","1.3M","2.0 and up","Command Electronics, LLC.","http://www.logicbluetech.com","engineering@command-electronics.com","Dec 3, 2018","Oct 14, 2019","Everyone",NA,FALSE,FALSE,FALSE,2021-06-16 08:28:51
"Security CamIO - Phone as Internet Camera","com.MerhatPandzharov.SecurityCamIO","Communication",0,0,"1,000+",1000,1727,TRUE,0,"USD","3.9M","5.0 and up","Merhat Idirizov Pandzharov","http://internetcam.azurewebsites.net/","dev.merhat@gmail.com","Mar 2, 2021","May 19, 2021","Everyone","https://internetcam.azurewebsites.net/privacypolicy.html",TRUE,TRUE,FALSE,2021-06-15 20:56:12
"Ecuador MUSIC Radio","seven.ecuador.music.sh","Music & Audio",3.9,11,"1,000+",1000,2673,TRUE,0,"USD","2.5M","2.3.3 and up","Seven Sins in Heaven",NA,"chelsau.roxana@gmail.com","Feb 22, 2015","Feb 22, 2015","Teen","http://turtlefarmboost.simplesite.com/421262547",TRUE,FALSE,FALSE,2021-06-15 21:38:18
"HearAngel","com.hearangel","Health & Fitness",NA,NA,"5,000+",5000,6610,TRUE,0,"USD","Varies with device","Varies with device","HearAngel","http://hearangel.com/","info@hearangel.com",NA,"Sep 24, 2018","Everyone","http://hearangel.com/privacy/",FALSE,FALSE,FALSE,2021-06-16 07:20:54
"Headlines: Live Breaking News","com.doapps.android.mln.MLN_1d147e7672c3a382a3d8bac253993c23","News & Magazines",4.1,430,"50,000+",50000,51812,TRUE,0,"USD","31M","5.0 and up","Mediasota News Apps","http://www.doapps.com","android@doapps.com","Jul 19, 2011","Oct 22, 2020","Teen","http://static.mobilelocalnews.com/html/privacy.html",TRUE,FALSE,FALSE,2021-06-15 22:48:00
"Camera scanner | Document scanner | PDF Maker","com.camera.scanner.proaleyna","Productivity",3.7,9,"1,000+",1000,1968,TRUE,0,"USD","14M","4.4 and up","Aleyna Rosas",NA,"rosasaleyna799@gmail.com","Aug 17, 2020","Nov 23, 2020","Everyone","https://docs.google.com/document/d/e/2PACX-1vRtloEYUMqtR0pLHc3M536bUIAEOv_Wn1Oc5WAo44MYlgQbqC4m8pwVeRUIq6iRvH6yXLLUoqaZzjpk/pub",TRUE,FALSE,FALSE,2021-06-16 05:34:39
"English To French Dictionary Offline","com.bestdictionaryapps.englishtofrenchdictionary","Tools",3.9,299,"10,000+",10000,26276,TRUE,0,"USD","8.1M","5.0 and up","Best Dictionary Apps",NA,"chintanpandya0007@gmail.com","Feb 8, 2018","Jul 20, 2018","Everyone","https://sites.google.com/view/bestdictionaryapps",TRUE,FALSE,FALSE,2021-06-16 07:54:24
"Quantum Meditation","bd.quantum.meditation","Productivity",4.7,1230,"50,000+",50000,65411,TRUE,0,"USD","5.1M","4.1 and up","Quantum Method | The Science of Living","http://quantummethod.org.bd","qmsmartapps@gmail.com","Dec 29, 2015","Apr 23, 2021","Everyone","https://files.quantummethod.org.bd/media/files/static_content/privacy_policy_for_quantum_meditation_android_apps_in_qm_20180927.htm",FALSE,FALSE,FALSE,2021-06-16 09:54:18
"Scoreboard","com.scoreboard.activity","Tools",3.7,28,"1,000+",1000,4859,TRUE,0,"USD","2.6M","4.1 and up","Aduilio Eduardo da Silva","https://ojd9ilf8.app-adstxt.dev","developer.aduilio@gmail.com","Nov 26, 2014","Aug 24, 2020","Everyone","https://sites.google.com/view/scoreboard-pp",TRUE,FALSE,FALSE,2021-06-16 09:45:08
"Knives","com.Green.Knives","Adventure",0,0,"10+",10,44,TRUE,0,"USD","Varies with device","4.4 and up","Vaibhav Katturu",NA,"vaibhavkumar651@gmail.com","Jun 8, 2020","Jan 27, 2021","Everyone",NA,FALSE,FALSE,FALSE,2021-06-16 03:46:46
"Autospa WashMyCar","net.codewithasp.washmycar","Auto & Vehicles",4.5,8,"100+",100,301,TRUE,0,"USD","548k","2.2 and up","TechyhubNG","http://www.techyhubng.com","chukwuib@gmail.com","Jul 16, 2017","Nov 14, 2017","Everyone",NA,FALSE,FALSE,FALSE,2021-06-16 03:57:39
"Wineapp – Fine Wine Delivery","co.wineapp.app","Food & Drink",3.8,147,"50,000+",50000,53934,TRUE,0,"USD","29M","6.0 and up","Wineapp Ltd.","https://wineapp.com","orders@wineapp.com","Jan 21, 2019","Jun 01, 2021","Mature 17+","https://www.wineapp.io/privacy",FALSE,FALSE,FALSE,2021-06-16 11:27:25
"Ponto Mineiro","br.com.sagresinformatica.pontomineiro","Food & Drink",0,0,"50+",50,83,TRUE,0,"USD","27M","5.0 and up","Sagres Informática","http://www.sagresinformatica.com.br","sagres@sercomtel.com.br","Aug 22, 2020","Aug 22, 2020","Everyone","http://pratodigital.com.br/privacidade_app.html",FALSE,FALSE,FALSE,2021-06-16 09:01:09
"Jump Jump","com.weenggs.jumpjump","Adventure",4.9,28,"100+",100,330,TRUE,0,"USD","14M","4.4 and up","Weenggs Technology","http://www.weenggs.com","admin@weenggs.com","May 1, 2018","May 01, 2018","Everyone","http://apps.weenggs.com/policy/jumpjump/privacy_policy.html",TRUE,FALSE,FALSE,2021-06-16 11:57:53
"Pre Wedding Photo Concept Ideas","com.Rp.ConceptIdeasMarriage","Lifestyle",0,0,"100+",100,315,TRUE,0,"USD","10.0M","2.3 and up","RidwanDroid",NA,"bekaskoran454@gmail.com","Feb 16, 2019","Jan 13, 2020","Everyone",NA,TRUE,FALSE,FALSE,2021-06-16 00:16:58
"ACV Plus","com.ACVPlus.ACVPlus","Tools",0,0,"50+",50,75,TRUE,0,"USD","20M","4.0.3 and up","Pro Smart AD","https://prosmartsystem.com","office@prosmartsystem.com","May 31, 2018","May 31, 2018","Everyone",NA,FALSE,FALSE,FALSE,2021-06-16 08:57:15
"<U+0429><U+0435><U+043B><U+043A><U+0443><U+043D><U+0447><U+0438><U+043A> <U+0438> <U+041C><U+044B><U+0448><U+0438><U+043D><U+044B><U+0439> <U+041A><U+043E><U+0440><U+043E><U+043B><U+044C>","ru.webvo.book.AOTOHCAFEZXGIIHD","Books & Reference",4.2,80,"10,000+",10000,15301,TRUE,0,"USD","2.8M","4.1 and up","Publish Digital Books","http://lib.webvo.ru","webvoru@gmail.com","Feb 1, 2012","May 22, 2020","Everyone","http://www.webvo.ru/politic.php",TRUE,FALSE,FALSE,2021-06-16 14:52:15
"Destiny Tarot - Free Daily Tarot Cards Reading App","com.sweepy.destinytarot.free.daily.tarotcards.readingapp","Entertainment",0,0,"100+",100,370,TRUE,0,"USD","13M","4.1 and up","Sweepy","https://d42af17a6.app-ads-txt.com","sweepyuserhelp@gmail.com","Mar 23, 2021","Mar 23, 2021","Everyone","https://sites.google.com/view/privacypolicysweepy/home",TRUE,FALSE,FALSE,2021-06-16 07:20:32
